id_hospital,nome,telemovel,emergencia,ehr,cod_postal,estado,cidade,morada,id_tipo,id_dono
241339,"HENDRICKS COMMUNITY HOSPITAL",5072753134,VERDADEIRO,VERDADEIRO,56136,MN,HENDRICKS,"503 E LINCOLN STREET",3,10
241340,"ESSENTIA HEALTH NORTHERN PINES MEDICAL CENTER",2182294222,VERDADEIRO,VERDADEIRO,55705,MN,AURORA,"5211 HIGHWAY 110",3,10
241341,"APPLETON MUNICIPAL HOSPITAL",3202898508,VERDADEIRO,VERDADEIRO,56208,MN,APPLETON,"30 SOUTH BEHL STREET",3,3
241342,"ORTONVILLE AREA HEALTH SERVICES",3208392502,VERDADEIRO,VERDADEIRO,56278,MN,ORTONVILLE,"450 EASTVOLD AVE",3,3
241343,"MUNICIPAL HOSPITAL AND GRANITE MANOR",3205643111,VERDADEIRO,VERDADEIRO,56241,MN,"GRANITE FALLS","345 TENTH AVENUE",3,3
241344,"LIFECARE MEDICAL CENTER",2184632500,VERDADEIRO,VERDADEIRO,56751,MN,ROSEAU,"715 DELMORE DRIVE",3,10
241345,"MAYO CLINIC HEALTH SYSTEM - WASECA",5077818256,VERDADEIRO,VERDADEIRO,56093,MN,WASECA,"501 NORTH STATE STREET",3,10
241346,"MAYO CLINIC HEALTH SYSTEM - CANNON FALLS",5072636000,VERDADEIRO,VERDADEIRO,55009,MN,"CANNON FALLS","32021 COUNTY 24 BOULEVARD",3,10
241347,"SANFORD CANBY MEDICAL CENTER",5072237277,VERDADEIRO,VERDADEIRO,56220,MN,CANBY,"112 ST OLAF AVENUE SOUTH",3,1
241348,"AVERA TYLER HOSPITAL",5072475521,VERDADEIRO,VERDADEIRO,56178,MN,TYLER,"240 WILLOW STREET",3,10
241349,"CENTRA CARE HEALTH PAYNESVILLE",3202433779,VERDADEIRO,VERDADEIRO,56362,MN,PAYNESVILLE,"200 1ST STREET WEST",3,10
241350,"MERCY HOSPITAL",2184854481,VERDADEIRO,VERDADEIRO,55767,MN,"MOOSE LAKE","4572 COUNTY ROAD 61",3,1
241351,"REDWOOD AREA HOSPITAL",5076374500,VERDADEIRO,VERDADEIRO,56283,MN,"REDWOOD FALLS","100 FALLWOOD ROAD",3,3
241352,"MAYO CLINIC HEALTH SYSTEM - SPRINGFIELD",5077236201,VERDADEIRO,VERDADEIRO,56087,MN,SPRINGFIELD,"625 JACKSON AVENUE NORTH",3,10
241353,"CUYUNA REGIONAL MEDICAL CENTER",2185467000,VERDADEIRO,VERDADEIRO,56441,MN,CROSBY,"320 EAST MAIN STREET",3,1
241354,"TRI COUNTY HOSPITAL",2186313510,VERDADEIRO,VERDADEIRO,56482,MN,WADENA,"415 JEFFERSON STREET NORTH",3,9
241355,"GLENCOE REGIONAL HEALTH SERVICES",3208643121,VERDADEIRO,VERDADEIRO,55336,MN,GLENCOE,"1805 HENNEPIN AVENUE NORTH",3,10
241356,"MILLE LACS HEALTH SYSTEM",3205323154,VERDADEIRO,VERDADEIRO,56359,MN,ONAMIA,"200 NORTH ELM STREET",3,10
241357,"ESSENTIA HEALTH FOSSTON",2184351133,VERDADEIRO,VERDADEIRO,56542,MN,FOSSTON,"900 HILLIGOSS BOULEVARD SE",3,10
241358,"CASS LAKE INDIAN HEALTH SERVICES HOSPITAL",2183353200,VERDADEIRO,VERDADEIRO,56633,MN,"CASS LAKE","425 7TH STREET NW",3,2
241359,"AVERA MARSHALL REGIONAL MEDICAL CTR",5075329661,VERDADEIRO,VERDADEIRO,56258,MN,MARSHALL,"300 SOUTH BRUCE STREET",3,10
241360,"DEER RIVER HEALTHCARE CENTER",2182462900,VERDADEIRO,VERDADEIRO,56636,MN,"DEER RIVER","115 10TH AVENUE NORTHEAST",3,10
241361,"MAYO CLINIC HEALTH SYSTEM - NEW PRAGUE",9527588101,VERDADEIRO,VERDADEIRO,56071,MN,"NEW PRAGUE","301 2ND STREET NORTHEAST",3,10
241362,"CENTRACARE HEALTH - MONTICELLO",7632952945,VERDADEIRO,VERDADEIRO,55362,MN,MONTICELLO,"1013 HART BOULEVARD",3,1
241363,"STEVENS COMMUNITY MEDICAL CENTER",3205891313,VERDADEIRO,,56267,MN,MORRIS,"400 EAST FIRST STREET, PO BOX 660",3,10
241364,"COMMUNITY MEMORIAL HOSPITAL",2188794641,VERDADEIRO,VERDADEIRO,55720,MN,CLOQUET,"512 SKYLINE BOULEVARD",3,10
241365,"SWIFT COUNTY BENSON HOSPITAL",3208434232,VERDADEIRO,VERDADEIRO,56215,MN,BENSON,"1815 WISCONSIN AVENUE",3,1
241366,"MEEKER MEMORIAL HOSPITAL",3206934507,VERDADEIRO,VERDADEIRO,55355,MN,LITCHFIELD,"612 SOUTH SIBLEY AVENUE",3,6
241367,"FIRSTLIGHT HEALTH SYSTEM",3206791212,VERDADEIRO,VERDADEIRO,55051,MN,MORA,"301 SOUTH HIGHWAY 65",3,3
241368,"CENTRACARE HEALTH SYSTEM - SAUK CENTRE",3203522221,VERDADEIRO,VERDADEIRO,56378,MN,"SAUK CENTRE","425 NORTH ELM STREET",3,10
241369,"UNITED HOSPITAL DISTRICT",5075263273,VERDADEIRO,VERDADEIRO,56013,MN,"BLUE EARTH","515 SOUTH MOORE STREET, PO BOX 160",3,1
241370,"ST GABRIELS HOSPITAL",3206325441,VERDADEIRO,VERDADEIRO,56345,MN,"LITTLE FALLS","815 SOUTHEAST SECOND STREET",3,10
241371,"SANFORD LUVERNE MEDICAL CENTER",5072832321,VERDADEIRO,VERDADEIRO,56156,MN,LUVERNE,"1600 NORTH KNISS AVENUE P O BOX 1019",3,10
241372,"MADISON HOSPITAL",3205987536,VERDADEIRO,VERDADEIRO,56256,MN,MADISON,"820 THIRD AVENUE",3,6
241373,"PERHAM HEALTH",2183471301,VERDADEIRO,VERDADEIRO,56573,MN,PERHAM,"1000 CONEY STREET WEST",3,1
241374,"PIPESTONE COUNTY  MEDICAL CENTER",5078255811,VERDADEIRO,VERDADEIRO,56164,MN,PIPESTONE,"916 4TH AVENUE SOUTHWEST",3,3
241375,"MINNESOTA VALLEY HEALTH CENTER  INC",5076653375,VERDADEIRO,VERDADEIRO,56058,MN,"LE SUEUR","621 SOUTH FOURTH STREET",3,10
241376,"GLACIAL RIDGE HOSPITAL",3206344521,VERDADEIRO,VERDADEIRO,56334,MN,GLENWOOD,"10 4TH AVENUE SOUTHEAST",3,1
241377,"ST FRANCIS MEDICAL CENTER",2186433000,VERDADEIRO,VERDADEIRO,56520,MN,BRECKENRIDGE,"2400 ST FRANCIS DRIVE",3,8
241378,"NEW ULM MEDICAL CENTER",5072175000,VERDADEIRO,VERDADEIRO,56073,MN,"NEW ULM","1324 FIFTH NORTH STREET",3,10
241379,"PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES",2186857300,VERDADEIRO,VERDADEIRO,56531,MN,"ELBOW LAKE","1411 STATE HIGHWAY 793",3,10
241380,"ST JOSEPHS AREA  HEALTH SERVICES",2187323311,VERDADEIRO,VERDADEIRO,56470,MN,"PARK RAPIDS","600 PLEASANT AVENUE",3,10
241381,"SANFORD MEDICAL CENTER THIEF RIVER FALLS",2186814240,VERDADEIRO,VERDADEIRO,56701,MN,"THIEF RIVER FALLS","3001 SANFORD PARKWAY",3,10
243300,"GILLETTE CHILDRENS SPECIALTY HOSPITAL",6515785611,FALSO,VERDADEIRO,55106,MN,"SAINT PAUL","200 UNIVERSITY AVENUE EAST",2,1
243302,"CHILDREN'S HOSPITALS & CLINICS OF MN",6128136112,VERDADEIRO,VERDADEIRO,55404,MN,MINNEAPOLIS,"2525 CHICAGO AVENUE SOUTH",2,10
243303,"SHRINERS HOSPITALS FOR CHILDREN - TWIN CITIES",6125966100,FALSO,VERDADEIRO,55414,MN,MINNEAPOLIS,"2025 EAST RIVER PARKWAY",2,10
250001,"UNIVERSITY OF MISSISSIPPI MED CENTER",6019844100,VERDADEIRO,VERDADEIRO,39216,MS,JACKSON,"2500 N STATE ST",1,4
250002,"TISHOMINGO HEALTH SERVICES INC",6624236051,VERDADEIRO,VERDADEIRO,38852,MS,IUKA,"1777 CURTIS DRIVE",1,10
250004,"NORTH MISSISSIPPI MEDICAL CENTER",6623773000,VERDADEIRO,VERDADEIRO,38801,MS,TUPELO,"830 S GLOSTER",1,10
250006,"BAPTIST MEMORIAL HOSPITAL UNION COUNTY",6625387631,VERDADEIRO,VERDADEIRO,38652,MS,"NEW ALBANY","200 HWY 30 WEST",1,9
250007,"MERIT HEALTH BILOXI",2284361104,VERDADEIRO,VERDADEIRO,39530,MS,BILOXI,"150 REYNOIR STREET",1,6
250009,"MAGNOLIA REGIONAL HEALTH CENTER",6622931000,VERDADEIRO,VERDADEIRO,38834,MS,CORINTH,"611 ALCORN DRIVE",1,9
250012,"ALLIANCE HEALTHCARE SYSTEM",6622521212,VERDADEIRO,VERDADEIRO,38635,MS,"HOLLY SPRINGS","1430 HIGHWAY 4 EAST / P O BOX 6000",1,5
250017,"TRACE REGIONAL HOSP AND SWING BED",6624563700,VERDADEIRO,VERDADEIRO,38851,MS,HOUSTON,"1002 EAST MADISON STREET",1,6
250018,"JASPER GENERAL HOSPITAL",6017642101,FALSO,VERDADEIRO,39422,MS,"BAY SPRINGS","15 SOUTH 6TH STREET",1,3
250019,"MEMORIAL HOSPITAL AT GULFPORT",2288674000,VERDADEIRO,VERDADEIRO,39502,MS,GULFPORT,"4500 13TH ST-P O BOX 1810",1,3
250020,"WEBSTER GENERAL HOSPITAL/ SWING BED",6622586221,VERDADEIRO,VERDADEIRO,39744,MS,EUPORA,"70 MEDICAL PLAZA",1,9
250025,"MERIT HEALTH GILMORE MEMORIAL",6622566002,VERDADEIRO,VERDADEIRO,38821,MS,AMORY,"1105 EARL FRYE BLVD / PO BOX 459",1,6
250027,"WINSTON MEDICAL CENTER & SWINGBED",6627795124,VERDADEIRO,VERDADEIRO,39339,MS,LOUISVILLE,"562 CHURCH  EAST MAIN STREET",1,10
250031,"MERIT HEALTH RIVER REGION",6018835000,VERDADEIRO,VERDADEIRO,39183,MS,VICKSBURG,"2100 HWY 61 N",1,6
250034,"BAPTIST MEMORIAL HOSPITAL NORTH MS",6622328100,VERDADEIRO,VERDADEIRO,38655,MS,OXFORD,"2301 SOUTH LAMAR",1,10
250036,"GEORGE REGIONAL HEALTH SYSTEM",6019473161,VERDADEIRO,VERDADEIRO,39452,MS,LUCEDALE,"859 WINTER STREET",1,3
250038,"MERIT HEALTH MADISON",6018554000,VERDADEIRO,VERDADEIRO,39046,MS,CANTON,"161 RIVER OAKS DRIVE",1,6
250040,"SINGING RIVER HOSPITAL",2288095000,VERDADEIRO,VERDADEIRO,39581,MS,PASCAGOULA,"2809 DENNY AV",1,3
250042,"NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER",6626273211,VERDADEIRO,VERDADEIRO,38614,MS,CLARKSDALE,"1970 HOSPITAL DRIVE",1,6
250043,"NESHOBA COUNTY GENERAL HOSPITAL",6016631200,VERDADEIRO,VERDADEIRO,39350,MS,PHILADELPHIA,"1001 HOLLAND AVENUE",1,3
250044,"BAPTIST MEMORIAL HOSPITAL BOONEVILLE",6627205000,VERDADEIRO,VERDADEIRO,38829,MS,BOONEVILLE,"100 HOSPITAL DRIVE",1,8
250048,"ST DOMINIC-JACKSON MEMORIAL HOSPITAL",6012002000,VERDADEIRO,VERDADEIRO,39216,MS,JACKSON,"969 LAKELAND DR",1,8
250049,"BEACHAM MEMORIAL HOSPITAL",6017832353,FALSO,VERDADEIRO,39652,MS,MAGNOLIA,"205 N CHERRY STREET",1,6
250050,"OCH REGIONAL MEDICAL CENTER",6623234320,VERDADEIRO,VERDADEIRO,39759,MS,STARKVILLE,"400 HOSPITAL ROAD /MAIL PO BOX 1506",1,3
250057,"KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN",6018336011,VERDADEIRO,VERDADEIRO,39601,MS,BROOKHAVEN,"P O BOX 948/427 HIGHWAY 51 NORTH",1,9
250058,"SOUTH CENTRAL REG MED CTR",6014264000,VERDADEIRO,VERDADEIRO,39440,MS,LAUREL,"1220 JEFFERSON ST BOX 607",1,3
250060,"JEFFERSON COUNTY HOSPITAL",6017863401,VERDADEIRO,VERDADEIRO,39069,MS,FAYETTE,"870 S MAIN",1,3
250061,"YALOBUSHA GENERAL HOSPITAL",6624731411,FALSO,VERDADEIRO,38965,MS,"WATER VALLEY","630 SOUTH MAIN STREET",1,3
250067,"CLAY COUNTY MEDICAL CENTER",6624952300,VERDADEIRO,VERDADEIRO,39773,MS,"WEST POINT","150 MEDICAL CENTER DR",1,10
250069,"RUSH FOUNDATION HOSPITAL",6014830011,VERDADEIRO,VERDADEIRO,39301,MS,MERIDIAN,"1314 19TH AVE",1,10
250072,"MERIT HEALTH CENTRAL",6013761000,VERDADEIRO,VERDADEIRO,39204,MS,JACKSON,"1850 CHADWICK DR",1,6
250077,"WAYNE GENERAL HOSPITAL",6017355151,VERDADEIRO,VERDADEIRO,39367,MS,WAYNESBORO,"950 MATTHEW DR",1,3
250078,"FORREST GENERAL HOSPITAL",6012887000,VERDADEIRO,VERDADEIRO,39404,MS,HATTIESBURG,"6051 US HIGHWAY 49",1,3
250079,"SHARKEY ISSAQUENA COMMUNITY HOSPITAL",6628734395,VERDADEIRO,VERDADEIRO,39159,MS,"ROLLING FORK","47 SOUTH FOURTH ST",1,3
250081,"ANDERSON RMC SOUTH",6014843590,VERDADEIRO,VERDADEIRO,39301,MS,MERIDIAN,"1102 CONSTITUTION AVENUE",1,6
250082,"DELTA REGIONAL MEDICAL CENTER",6623783783,VERDADEIRO,VERDADEIRO,38704,MS,GREENVILLE,"1400 E UNION ST",1,3
250084,"MERIT HEALTH NATCHEZ",6014432100,VERDADEIRO,VERDADEIRO,39120,MS,NATCHEZ,"52 SERGEANT PRENTISS DRIVE",1,6
250085,"MARION GENERAL HOSPITAL",6017366303,VERDADEIRO,VERDADEIRO,39429,MS,COLUMBIA,"1560 SUMRALL RD",1,9
250093,"BOLIVAR MEDICAL CENTER",6628460061,VERDADEIRO,VERDADEIRO,38732,MS,CLEVELAND,"901 E SUNFLOWER RD",1,6
250094,"MERIT HEALTH WESLEY",6012688000,VERDADEIRO,VERDADEIRO,39402,MS,HATTIESBURG,"5001 W HARDY ST",1,10
250095,"SOUTH SUNFLOWER COUNTY HOSPITAL",6628875235,VERDADEIRO,VERDADEIRO,38751,MS,INDIANOLA,"121 E BAKER ST",1,3
250096,"MERIT HEALTH RANKIN",6018252811,VERDADEIRO,VERDADEIRO,39042,MS,BRANDON,"350 CROSSGATES BLVD",1,6
250097,"SOUTHWEST MS REGIONAL MEDICAL CENTER",6012495500,VERDADEIRO,VERDADEIRO,39649,MS,MCCOMB,"215 MARION AV BOX 1307",1,3
250099,"GREENWOOD LEFLORE HOSPITAL",6624597000,VERDADEIRO,VERDADEIRO,38930,MS,GREENWOOD,"1401 RIVER RD / PO BOX 1410",1,3
250100,"BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC",6622441500,VERDADEIRO,VERDADEIRO,39701,MS,COLUMBUS,"2520 5TH ST N",1,10
250102,"MISSISSIPPI BAPTIST MEDICAL CENTER",6019681000,VERDADEIRO,VERDADEIRO,39202,MS,JACKSON,"1225 N STATE ST",1,10
250104,"ANDERSON REGIONAL MEDICAL CTR",6015536000,VERDADEIRO,VERDADEIRO,39301,MS,MERIDIAN,"2124 14 ST",1,10
250117,"HIGHLAND COMMUNITY  HOSPITAL",6013589400,VERDADEIRO,VERDADEIRO,39466,MS,PICAYUNE,"130 HIGHLAND PKWY",1,1
250123,"GARDEN PARK MEDICAL CENTER",2285757000,VERDADEIRO,VERDADEIRO,39503,MS,GULFPORT,"15200 COMMUNITY ROAD",1,6
250124,"MAGEE GENERAL HOSPITAL",6018495070,VERDADEIRO,VERDADEIRO,39111,MS,MAGEE,"300 3RD AVE SE",1,3
250126,"NORTH OAK REGIONAL MEDICAL CENTER",6625623100,VERDADEIRO,VERDADEIRO,38668,MS,SENATOBIA,"401 GETWELL DR",1,6
250127,"CHOCTAW HEALTH CENTER",6016562211,VERDADEIRO,VERDADEIRO,39350,MS,PHILADELPHIA,"ROUTE 7 BOX R50",1,2
250128,"MERIT HEALTH BATESVILLE",6625635611,VERDADEIRO,VERDADEIRO,38606,MS,BATESVILLE,"303 MEDICAL CENTER DRIVE",1,6
250134,"WHITFIELD MEDICAL SURGICAL HOSPITAL",6013518023,FALSO,VERDADEIRO,39193,MS,WHITFIELD,"3550 HWY 468 W, BLDG 60",1,4
250136,"MERIT HEALTH WOMEN'S HOSPITAL",6019321000,FALSO,VERDADEIRO,39232,MS,FLOWOOD,"1026 RIVER OAKS DRIVE",1,6
250138,"MERIT HEALTH RIVER OAKS",6019321030,VERDADEIRO,VERDADEIRO,39232,MS,FLOWOOD,"1030 RIVER OAKS DRIVE",1,6
250141,"BAPTIST MEMORIAL HOSPITAL DESOTO",6627724000,VERDADEIRO,VERDADEIRO,38671,MS,SOUTHAVEN,"7601 SOUTHCREST PARKWAY",1,10
250151,"ALLIANCE HEALTH CENTER",6014836211,FALSO,,39301,MS,MERIDIAN,"5000 HIGHWAY 39 NORTH",1,6
250152,"MISSISSIPPI METHODIST REHAB CTR",6019812611,FALSO,,39216,MS,JACKSON,"1350 E WOODROW WILSON DR",1,10
250162,"HANCOCK MEDICAL CENTER",2284678600,VERDADEIRO,VERDADEIRO,39521,MS,"BAY SAINT LOUIS","149 DRINKWATER BLVD",1,3
250163,"PATIENTS CHOICE MEDICAL CENTER",6017829997,FALSO,,39153,MS,RALEIGH,"347 MAGNOLIA DRIVE",1,6
250167,"METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL",6629329000,VERDADEIRO,VERDADEIRO,38654,MS,"OLIVE BRANCH","4250 BETHEL ROAD",1,10
250168,"UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA",6622277000,VERDADEIRO,VERDADEIRO,38901,MS,GRENADA,"960 AVENT DRIVE",1,4
251300,"LACKEY MEMORIAL HOSPITAL",6014694151,VERDADEIRO,VERDADEIRO,39074,MS,FOREST,"330 N BROAD STREET",3,10
251302,"PIONEER COMMUNITY HOSPITAL OF ABERDEEN",6623692455,VERDADEIRO,VERDADEIRO,39730,MS,ABERDEEN,"400 S CHESTNUT STREET",3,10
251303,"STONE COUNTY HOSPITAL",6019286600,VERDADEIRO,VERDADEIRO,39577,MS,WIGGINS,"1434 EAST CENTRAL AVENUE",3,6
251304,"TALLAHATCHIE CRITICAL ACCESS HOSPITAL",6626475535,VERDADEIRO,VERDADEIRO,38921,MS,CHARLESTON,"201 SOUTH MARKET ST / PO BOX 230",3,3
251305,"LAWRENCE COUNTY HOSPITAL CAH",6015874051,VERDADEIRO,VERDADEIRO,39654,MS,MONTICELLO,"1065 EAST BROAD ST",3,3
251306,"PERRY COUNTY GENERAL HOSP",6017886316,VERDADEIRO,VERDADEIRO,39476,MS,RICHTON,"206 BAY ST",3,6
251307,"NOXUBEE GENERAL CRITICAL ACCESS HOSP",6627264231,VERDADEIRO,VERDADEIRO,39341,MS,MACON,"606 NORTH JEFFERSON STREET",3,3
251308,"PONTOTOC HEALTH SERVICE CAH",6624895510,VERDADEIRO,VERDADEIRO,38863,MS,PONTOTOC,"176 SOUTH MAIN STREET",3,10
251309,"FIELD HEALTH SYSTEM",6018900500,VERDADEIRO,VERDADEIRO,39631,MS,CENTREVILLE,"178 HIGHWAY 24",3,3
251312,"TYLER HOLMES MEMORIAL HOSPITAL CAH",6622834114,VERDADEIRO,VERDADEIRO,38967,MS,WINONA,"409 TYLER HOLMES DRIVE",3,10
251313,"BAPTIST MEDICAL CENTER YAZOO",6627462261,VERDADEIRO,VERDADEIRO,39194,MS,"YAZOO CITY","823 GRAND AVENUE",3,10
251314,"QUITMAN COUNTY HOSPITAL CAH",6623268031,VERDADEIRO,VERDADEIRO,38646,MS,MARKS,"340 GETWELL DRIVE",3,6
251315,"BAPTIST MEDICAL CENTER-LEAKE",6012671422,VERDADEIRO,VERDADEIRO,39051,MS,CARTHAGE,"1100 HIGHWAY 16 EAST",3,10
251316,"H C WATKINS MEMORIAL HOSPITAL INC",6017766925,VERDADEIRO,VERDADEIRO,39355,MS,QUITMAN,"605 SOUTH ARCHUSA AVENUE",3,9
251317,"SIMPSON GENERAL HOSPITAL CAH",6018472221,VERDADEIRO,VERDADEIRO,39114,MS,MENDENHALL,"1842 SIMPSON HIGHWAY 149",3,10
251318,"NORTH SUNFLOWER MEDICAL CENTER CAH",6627562711,VERDADEIRO,VERDADEIRO,38771,MS,RULEVILLE,"840 NORTH OAK AVENUE",3,3
251319,"HOLMES COUNTY HOSPITAL AND CLINICS",6628341321,VERDADEIRO,VERDADEIRO,39095,MS,LEXINGTON,"239 BOWLING GREEN ROAD",3,4
251320,"CLAIBORNE COUNTY HOSPITAL",6014375141,FALSO,VERDADEIRO,39150,MS,"PORT GIBSON","123 MCCOMB AVENUE",3,3
251322,"LAIRD HOSPITAL INC",6017748214,VERDADEIRO,VERDADEIRO,39365,MS,UNION,"25117 HIGHWAY 15",3,10
251323,"SCOTT REGIONAL HOSPITAL CAH",6017326301,VERDADEIRO,VERDADEIRO,39117,MS,MORTON,"317 HIGHWAY 13 SOUTH",3,10
251324,"WALTHALL COUNTY GENERAL HOSPITAL CAH",6018762122,VERDADEIRO,VERDADEIRO,39667,MS,TYLERTOWN,"100 HOSPITAL DRIVE",3,3
251325,"COVINGTON COUNTY HOSPITAL CAH",6017656711,VERDADEIRO,VERDADEIRO,39428,MS,COLLINS,"701 SOUTH HOLLY AVENUE",3,3
251326,"JEFFERSON DAVIS COMMUNITY HOSPITAL CAH",6017924276,VERDADEIRO,VERDADEIRO,39474,MS,PRENTISS,"1102 ROSE STREET",3,3
251327,"HARDY WILSON MEMORIAL HOSPITAL CAH",6018944541,VERDADEIRO,VERDADEIRO,39083,MS,HAZLEHURST,"233 MAGNOLIA STREET",3,3
251329,"GREENE COUNTY HOSPITAL CAH",6013944135,VERDADEIRO,VERDADEIRO,39451,MS,LEAKESVILLE,"1017 JACKSON STREET",3,3
251330,"FRANKLIN COUNTY MEMORIAL HOSPITAL",6013845801,VERDADEIRO,VERDADEIRO,39653,MS,MEADVILLE,"40 UNION CHURCH RD",3,9
251331,BMH-CALHOUN,6626286611,VERDADEIRO,VERDADEIRO,38916,MS,"CALHOUN CITY","140 BURKE-CALHOUN CITY ROAD",3,10
251333,"PEARL RIVER COUNTY HOSPITAL",6017954543,VERDADEIRO,VERDADEIRO,39470,MS,POPLARVILLE,"305 WEST MOODY STREET",3,3
251334,"CHOCTAW REGIONAL MEDICAL CENTER",6622854400,VERDADEIRO,VERDADEIRO,39735,MS,ACKERMAN,"8613 MS HWY 12",3,3
251335,"JOHN C STENNIS MEMORIAL HOSPITAL",7694861000,VERDADEIRO,VERDADEIRO,39328,MS,"DE KALB","14365 HIGHWAY 16 WEST",3,10
251336,"BAPTIST MEDICAL CENTER - ATTALA",6622894311,VERDADEIRO,VERDADEIRO,39090,MS,KOSCIUSKO,"220 HWY 12 WEST",3,9
251337,"TIPPAH COUNTY HOSPITAL",6628379221,FALSO,VERDADEIRO,38663,MS,RIPLEY,"1005 CITY AVE NORTH",3,3
260001,"MERCY HOSPITAL JOPLIN",4177812727,VERDADEIRO,VERDADEIRO,64804,MO,JOPLIN,"100 MERCY WAY",1,8
260004,"COOPER COUNTY MEMORIAL HOSPITAL",6608827461,VERDADEIRO,VERDADEIRO,65233,MO,BOONVILLE,"17651 B HWY",1,9
260005,"SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES",6369475000,VERDADEIRO,VERDADEIRO,63301,MO,"SAINT CHARLES","300 1ST CAPITOL DR",1,10
260006,"MOSAIC LIFE CARE AT ST JOSEPH",8162716000,VERDADEIRO,VERDADEIRO,64506,MO,"SAINT JOSEPH","5325 FARAON STREET",1,10
260009,"BOTHWELL REGIONAL HEALTH CENTER",6608268833,VERDADEIRO,VERDADEIRO,65302,MO,SEDALIA,"601 E 14TH ST",1,3
260011,"SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY",5736813000,VERDADEIRO,VERDADEIRO,65109,MO,"JEFFERSON CITY","2505 MISSION DRIVE",1,6
260015,"TWIN RIVERS REGIONAL MEDICAL CENTER",5738884522,VERDADEIRO,VERDADEIRO,63857,MO,KENNETT,"1301 FIRST ST",1,6
260017,"PHELPS COUNTY REGIONAL MEDICAL CENTER",5734588899,VERDADEIRO,VERDADEIRO,65401,MO,ROLLA,"1000 W 10TH ST",1,3
260020,"MERCY HOSPITAL ST LOUIS",3145696000,VERDADEIRO,VERDADEIRO,63141,MO,"SAINT LOUIS","615 NEW BALLAS ROAD",1,10
260022,"NORTHEAST REGIONAL MEDICAL CENTER",6607851000,VERDADEIRO,VERDADEIRO,63501,MO,KIRKSVILLE,"315 S OSTEOPATHY",1,6
260023,"MERCY HOSPITAL JEFFERSON",6369331000,VERDADEIRO,VERDADEIRO,63019,MO,"CRYSTAL CITY","1400 HIGHWAY 61 SOUTH",1,10
260024,"TEXAS COUNTY MEMORIAL HOSPITAL",4179673311,VERDADEIRO,VERDADEIRO,65483,MO,HOUSTON,"1333 SAM HOUSTON BOULEVARD",1,9
260025,"HANNIBAL REGIONAL HOSPITAL",5732481300,VERDADEIRO,VERDADEIRO,63401,MO,HANNIBAL,"6000 HOSPITAL DR",1,10
260027,"RESEARCH MEDICAL CENTER",8162764000,VERDADEIRO,VERDADEIRO,64132,MO,"KANSAS CITY","2316 E MEYER BLVD",1,6
260032,"BARNES JEWISH HOSPITAL",3147473000,VERDADEIRO,VERDADEIRO,63110,MO,"SAINT LOUIS","ONE BARNES-JEWISH HOSPITAL PLAZA",1,9
260034,"BATES COUNTY MEMORIAL HOSPITAL",6602007000,VERDADEIRO,VERDADEIRO,64730,MO,BUTLER,"615 W NURSERY ST",1,3
260040,"COX MEDICAL CENTERS",4172696000,VERDADEIRO,VERDADEIRO,65807,MO,SPRINGFIELD,"3801 SOUTH NATIONAL AVENUE",1,10
260047,"CAPITAL REGION MEDICAL CENTER",5736325000,VERDADEIRO,VERDADEIRO,65102,MO,"JEFFERSON CITY","1125 MADISON ST",1,10
260048,"TRUMAN MEDICAL CENTER HOSPITAL HILL",8164041000,VERDADEIRO,VERDADEIRO,64108,MO,"KANSAS CITY","2301 HOLMES STREET",1,10
260050,"SSM HEALTH ST FRANCIS HOSPITAL - MARYVILLE",6605622600,VERDADEIRO,VERDADEIRO,64468,MO,MARYVILLE,"2016 SOUTH MAIN ST",1,8
260052,"MERCY HOSPITAL WASHINGTON",6362398000,VERDADEIRO,VERDADEIRO,63090,MO,WASHINGTON,"901 EAST 5TH STREET",1,10
260057,"CAMERON REGIONAL MEDICAL CENTER",8166322101,VERDADEIRO,VERDADEIRO,64429,MO,CAMERON,"1600 E EVERGREEN",1,10
260059,"MERCY HOSPITAL LEBANON",4175336100,VERDADEIRO,VERDADEIRO,65536,MO,LEBANON,"100 HOSPITAL DRIVE",1,8
260061,"NEVADA REGIONAL MEDICAL CENTER",4176673355,VERDADEIRO,VERDADEIRO,64772,MO,NEVADA,"800 S ASH ST",1,3
260062,"SAINT LUKES NORTHLAND HOSPITAL",8168916000,VERDADEIRO,VERDADEIRO,64154,MO,"KANSAS CITY","5830 N W BARRY ROAD",1,10
260064,"SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN",5735825000,VERDADEIRO,VERDADEIRO,65265,MO,MEXICO,"620 E MONROE",1,10
260065,"MERCY HOSPITAL SPRINGFIELD",4178202000,VERDADEIRO,VERDADEIRO,65804,MO,SPRINGFIELD,"1235 E CHEROKEE",1,8
