id_class;id_hospital;rating;comentario;data_classificacao
2403;281322;4;;2017-05-20
2404;231307;2;;2017-05-20
2405;320009;3;;2017-05-20
2406;271343;3;;2017-05-20
2407;271328;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2408;250077;3;;2017-05-20
2409;240078;4;;2017-05-20
2410;281350;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2411;271329;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2412;230035;5;;2017-05-20
2413;231324;3;;2017-05-20
2414;230003;4;;2017-05-20
2415;290032;3;;2017-05-20
2416;330166;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2417;330232;3;;2017-05-20
2418;220105;4;;2017-05-20
2419;281341;3;;2017-05-20
2420;331316;4;;2017-05-20
2421;331314;3;;2017-05-20
2422;281323;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2423;260190;4;;2017-05-20
2424;330104;2;;2017-05-20
2425;310039;2;;2017-05-20
2426;281305;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2427;241335;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2428;241372;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2429;230130;3;;2017-05-20
2430;330033;3;;2017-05-20
2431;230075;3;;2017-05-20
2432;240071;4;;2017-05-20
2433;310047;4;;2017-05-20
2434;251320;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2435;271314;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
2436;251336;3;;2017-05-20
2437;330250;3;;2017-05-20
2438;250099;2;;2017-05-20
2439;220135;3;;2017-05-20
2440;271336;3;;2017-05-20
2441;271313;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2442;310031;4;;2017-05-20
2443;230301;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2444;220086;3;;2017-05-20
2445;330013;2;;2017-05-20
2446;240115;4;;2017-05-20
2447;331305;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2448;250049;4;;2017-05-20
2449;301308;4;;2017-05-20
2450;271342;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2451;261329;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2452;260022;4;;2017-05-20
2453;330233;1;;2017-05-20
2454;330276;3;;2017-05-20
2455;250128;3;;2017-05-20
2456;313302;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
2457;291302;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2458;330196;1;;2017-05-20
2459;241371;4;;2017-05-20
2460;231306;3;;2017-05-20
2461;330401;2;;2017-05-20
2462;230236;4;;2017-05-20
2463;231328;4;;2017-05-20
2464;280127;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2465;241329;4;;2017-05-20
2466;231320;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2467;260105;1;;2017-05-20
2468;330153;2;;2017-05-20
2469;220101;4;;2017-05-20
2470;220075;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2471;231316;4;;2017-05-20
2472;310006;2;;2017-05-20
2473;230066;4;;2017-05-20
2474;330408;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
2475;301303;3;;2017-05-20
2476;230072;5;;2017-05-20
2477;271341;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2478;330182;4;;2017-05-20
2479;270017;3;;2017-05-20
2480;260078;3;;2017-05-20
2481;321300;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2482;241317;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2483;241355;3;;2017-05-20
2484;230013;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2485;241337;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2486;270087;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2487;330223;2;;2017-05-20
2488;340001;3;;2017-05-20
2489;330086;2;;2017-05-20
2490;330204;1;;2017-05-20
2491;333301;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
2492;271317;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
2493;231325;4;;2017-05-20
2494;330197;3;;2017-05-20
2495;250093;2;;2017-05-20
2496;250104;3;;2017-05-20
2497;281310;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2498;260004;3;;2017-05-20
2499;251324;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2500;270023;3;;2017-05-20
2501;250085;3;;2017-05-20
2502;241328;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2503;320030;3;;2017-05-20
2504;250034;4;;2017-05-20
2505;300029;3;;2017-05-20
2506;310061;2;;2017-05-20
2507;271305;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2508;230133;4;;2017-05-20
2509;320017;3;;2017-05-20
2510;230270;4;;2017-05-20
2511;340004;3;;2017-05-20
2512;241350;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2513;260096;4;;2017-05-20
2514;301310;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
2515;241338;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2516;250020;3;;2017-05-20
2517;320061;2;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
2518;330221;1;;2017-05-20
2519;290001;1;;2017-05-20
2520;231337;4;;2017-05-20
2521;250081;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2522;310084;3;;2017-05-20
2523;250007;2;;2017-05-20
2524;270086;4;;2017-05-20
2525;230047;2;;2017-05-20
2526;310045;3;;2017-05-20
2527;330264;2;;2017-05-20
2528;251302;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2529;330191;4;;2017-05-20
2530;310108;2;;2017-05-20
2531;300001;4;;2017-05-20
2532;281333;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2533;220077;3;;2017-05-20
2534;220111;3;;2017-05-20
2535;240196;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2536;230193;3;;2017-05-20
2537;240066;4;;2017-05-20
2538;320086;3;;2017-05-20
2539;240080;3;;2017-05-20
2540;251304;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2541;260138;4;;2017-05-20
2542;330028;1;;2017-05-20
2543;320085;3;;2017-05-20
2544;241304;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2545;250102;3;;2017-05-20
2546;250050;3;;2017-05-20
2547;271319;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2548;260095;3;;2017-05-20
2549;250100;3;;2017-05-20
2550;310115;2;;2017-05-20
2551;260175;4;;2017-05-20
2552;230230;2;;2017-05-20
2553;310027;2;;2017-05-20
2554;251307;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
2555;300023;4;;2017-05-20
2556;290008;3;;2017-05-20
2557;230092;4;;2017-05-20
2558;300017;3;;2017-05-20
2559;230097;4;;2017-05-20
2560;320033;3;;2017-05-20
2561;280077;2;;2017-05-20
2562;220119;4;;2017-05-20
2563;290054;2;;2017-05-20
2564;330140;3;;2017-05-20
2565;260097;3;;2017-05-20
2566;330261;3;;2017-05-20
2567;230054;3;;2017-05-20
2568;310069;3;;2017-05-20
2569;310052;4;;2017-05-20
2570;250002;4;;2017-05-20
2571;291308;3;;2017-05-20
2572;260219;3;;2017-05-20
2573;220116;2;;2017-05-20
2574;240132;3;;2017-05-20
2575;330175;3;;2017-05-20
2576;261330;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
2577;270004;4;;2017-05-20
2578;310064;3;;2017-05-20
2579;271323;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2580;230279;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2581;240047;3;;2017-05-20
2582;251306;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2583;240004;2;;2017-05-20
2584;231333;3;;2017-05-20
2585;330332;2;;2017-05-20
2586;280060;4;;2017-05-20
2587;260209;3;;2017-05-20
2588;310058;3;;2017-05-20
2589;281304;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2590;240030;3;;2017-05-20
2591;223303;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
2592;230227;2;;2017-05-20
2593;330394;2;;2017-05-20
2594;250040;2;;2017-05-20
2595;331310;3;;2017-05-20
2596;230254;3;;2017-05-20
2597;250117;2;;2017-05-20
2598;240019;3;;2017-05-20
2599;240044;3;;2017-05-20
2600;241369;3;;2017-05-20
2601;230022;4;;2017-05-20
2602;331301;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2603;330057;3;;2017-05-20
2604;310008;4;;2017-05-20
2605;261333;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
2606;241358;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2607;330279;2;;2017-05-20
2608;230037;4;;2017-05-20
2609;251333;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2610;330234;1;;2017-05-20
2611;330061;3;;2017-05-20
2612;280003;4;;2017-05-20
2613;271337;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2614;260216;4;;2017-05-20
2615;231318;4;;2017-05-20
2616;310003;1;;2017-05-20
2617;280065;3;;2017-05-20
2618;240043;4;;2017-05-20
2619;241349;4;;2017-05-20
2620;243302;0;Results are 0 for this reporting period;2017-05-20
2621;250082;2;;2017-05-20
2622;250163;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2623;331319;2;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
2624;330229;2;;2017-05-20
2625;241356;3;;2017-05-20
2626;270049;4;;2017-05-20
2627;260081;3;;2017-05-20
2628;330405;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2629;290047;3;;2017-05-20
2630;330185;4;;2017-05-20
2631;330188;3;;2017-05-20
2632;240038;3;;2017-05-20
2633;271310;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2634;220095;3;;2017-05-20
2635;231319;3;;2017-05-20
2636;240010;5;;2017-05-20
2637;271301;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
2638;260011;4;;2017-05-20
2639;330056;1;;2017-05-20
2640;330184;2;;2017-05-20
2641;330194;2;;2017-05-20
2642;270089;0;Results are 0 for this reporting period;2017-05-20
2643;330205;3;;2017-05-20
2644;260160;3;;2017-05-20
2645;261311;4;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
2646;230058;4;;2017-05-20
2647;330265;3;;2017-05-20
2648;320038;2;;2017-05-20
2649;320022;3;;2017-05-20
2650;330214;4;;2017-05-20
2651;230036;4;;2017-05-20
2652;320021;3;;2017-05-20
2653;240069;3;;2017-05-20
2654;251315;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2655;231310;4;;2017-05-20
2656;230141;2;;2017-05-20
2657;310032;2;;2017-05-20
2658;271340;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
2659;241362;4;;2017-05-20
2660;330144;3;;2017-05-20
2661;250031;2;;2017-05-20
2662;231312;3;;2017-05-20
2663;281308;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2664;241359;3;;2017-05-20
2665;340014;3;;2017-05-20
2666;330119;3;;2017-05-20
2667;330180;2;;2017-05-20
2668;261314;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2669;241380;3;;2017-05-20
2670;330162;4;;2017-05-20
2671;241373;4;;2017-05-20
2672;310005;3;;2017-05-20
2673;260113;3;;2017-05-20
2674;260085;3;;2017-05-20
2675;240207;4;;2017-05-20
2676;340013;3;;2017-05-20
2677;251317;3;;2017-05-20
2678;240084;3;;2017-05-20
2679;230059;4;;2017-05-20
2680;230029;3;;2017-05-20
2681;243303;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
2682;290007;1;;2017-05-20
2683;230096;4;;2017-05-20
2684;330009;1;;2017-05-20
2685;241301;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2686;330215;2;;2017-05-20
2687;251322;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2688;321308;3;;2017-05-20
2689;220110;3;;2017-05-20
2690;250067;3;;2017-05-20
2691;330158;2;;2017-05-20
2692;241308;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2693;291304;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2694;231338;4;;2017-05-20
2695;330157;2;;2017-05-20
2696;321302;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2697;241352;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2698;301307;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
2699;260119;2;;2017-05-20
2700;331315;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2701;241311;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2702;230041;3;;2017-05-20
2703;220176;3;;2017-05-20
2704;271334;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2705;251335;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2706;240063;4;;2017-05-20
2707;241375;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2708;261312;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2709;270012;4;;2017-05-20
2710;263303;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
2711;290012;3;;2017-05-20
2712;221302;4;;2017-05-20
2713;331318;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2714;290003;1;;2017-05-20
2715;250141;2;;2017-05-20
2716;231305;4;;2017-05-20
2717;223300;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
2718;330045;3;;2017-05-20
2719;261317;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2720;230216;2;;2017-05-20
2721;260070;2;;2017-05-20
2722;240036;4;;2017-05-20
2723;250012;3;;2017-05-20
2724;320001;1;;2017-05-20
2725;230055;4;;2017-05-20
2726;320006;2;;2017-05-20
2727;251327;3;;2017-05-20
2728;330078;3;;2017-05-20
2729;330023;2;;2017-05-20
2730;310012;3;;2017-05-20
2731;241341;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2732;301309;4;;2017-05-20
2733;241348;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2734;251300;4;;2017-05-20
2735;280129;5;;2017-05-20
2736;261315;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
2737;250042;2;;2017-05-20
2738;330201;2;;2017-05-20
2739;230024;1;;2017-05-20
2740;340015;3;;2017-05-20
2741;320063;3;;2017-05-20
2742;230005;3;;2017-05-20
2743;310113;3;;2017-05-20
2744;220083;3;;2017-05-20
2745;220175;3;;2017-05-20
2746;321305;3;;2017-05-20
2747;310015;4;;2017-05-20
2748;330226;4;;2017-05-20
2749;240187;4;;2017-05-20
2750;230089;4;;2017-05-20
2751;250025;3;;2017-05-20
2752;230195;2;;2017-05-20
2753;330246;3;;2017-05-20
2754;240064;3;;2017-05-20
2755;241342;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2756;281321;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2757;330059;1;;2017-05-20
2758;260074;2;;2017-05-20
2759;330008;3;;2017-05-20
2760;281332;3;;2017-05-20
2761;310112;3;;2017-05-20
2762;330203;2;;2017-05-20
2763;301300;3;;2017-05-20
2764;271326;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2765;331313;3;;2017-05-20
2766;250079;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2767;260023;3;;2017-05-20
2768;283300;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
2769;290049;4;;2017-05-20
2770;230239;4;;2017-05-20
2771;230031;3;;2017-05-20
2772;230108;3;;2017-05-20
2773;230095;4;;2017-05-20
2774;241318;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2775;330239;2;;2017-05-20
2776;251303;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2777;310014;2;;2017-05-20
2778;241319;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2779;221303;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
2780;321301;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2781;290009;3;;2017-05-20
2782;261302;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
2783;230080;4;;2017-05-20
2784;241303;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2785;330080;1;;2017-05-20
2786;230017;3;;2017-05-20
2787;291313;0;Results are not available for this reporting period;2017-05-20
2788;220088;5;;2017-05-20
2789;281345;3;;2017-05-20
2790;260102;2;;2017-05-20
2791;330005;2;;2017-05-20
2792;330241;1;;2017-05-20
2793;250019;2;;2017-05-20
2794;250152;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2795;330047;3;;2017-05-20
2796;270051;4;;2017-05-20
2797;240057;4;;2017-05-20
2798;291303;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2799;320004;2;;2017-05-20
2800;260162;4;;2017-05-20
2801;260080;3;;2017-05-20
2802;330163;2;;2017-05-20
2803;281362;4;;2017-05-20
2804;340008;4;;2017-05-20
2805;330115;3;;2017-05-20
2806;261328;3;;2017-05-20
2807;231326;4;;2017-05-20
2808;240001;3;;2017-05-20
2809;281324;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2810;291301;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2811;321306;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
2812;240088;4;;2017-05-20
2813;260047;3;;2017-05-20
2814;330094;1;;2017-05-20
2815;251318;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2816;230156;2;;2017-05-20
2817;241340;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2818;260061;3;;2017-05-20
2819;230176;3;;2017-05-20
2820;330259;1;;2017-05-20
2821;240101;4;;2017-05-20
2822;330108;2;;2017-05-20
2823;261331;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
2824;260179;4;;2017-05-20
2825;340002;4;;2017-05-20
2826;241334;4;;2017-05-20
2827;230069;4;;2017-05-20
2828;270057;3;;2017-05-20
2829;240050;4;;2017-05-20
2830;310096;2;;2017-05-20
2831;230180;3;;2017-05-20
2832;310083;2;;2017-05-20
2833;240040;3;;2017-05-20
2834;281328;3;;2017-05-20
2835;241345;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2836;330396;2;;2017-05-20
2837;230151;2;;2017-05-20
2838;271316;3;;2017-05-20
2839;261327;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2840;271307;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2841;320005;2;;2017-05-20
2842;230165;2;;2017-05-20
2843;241336;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2844;260052;4;;2017-05-20
2845;291300;3;;2017-05-20
2846;271347;3;;2017-05-20
2847;280128;5;;2017-05-20
2848;330111;2;;2017-05-20
2849;300005;3;;2017-05-20
2850;301306;3;;2017-05-20
2851;330231;1;;2017-05-20
2852;231313;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2853;271333;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2854;310074;2;;2017-05-20
2855;240020;4;;2017-05-20
2856;320065;2;;2017-05-20
2857;320067;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2858;260227;3;;2017-05-20
2859;271335;3;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
2860;310057;3;;2017-05-20
2861;331311;4;;2017-05-20
2862;240104;3;;2017-05-20
2863;223304;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
2864;330100;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2865;320084;3;;2017-05-20
2866;230002;3;;2017-05-20
2867;310021;2;;2017-05-20
2868;300020;4;;2017-05-20
2869;230217;5;;2017-05-20
2870;250167;4;;2017-05-20
2871;230144;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2872;300034;4;;2017-05-20
2873;231332;4;;2017-05-20
2874;250162;3;;2017-05-20
2875;291312;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2876;271322;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2877;281320;3;;2017-05-20
2878;230244;2;;2017-05-20
2879;251329;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2880;300019;4;;2017-05-20
2881;240214;4;;2017-05-20
2882;331304;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2883;310073;3;;2017-05-20
2884;310002;1;;2017-05-20
2885;241323;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2886;250096;2;;2017-05-20
2887;250004;3;;2017-05-20
2888;241316;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2889;320089;3;;2017-05-20
2890;281339;3;;2017-05-20
2891;301304;3;;2017-05-20
2892;251305;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2893;310001;2;;2017-05-20
2894;260062;3;;2017-05-20
2895;310086;3;;2017-05-20
2896;230015;3;;2017-05-20
2897;261309;4;;2017-05-20
2898;241313;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2899;251308;3;;2017-05-20
2900;260180;2;;2017-05-20
2901;240059;3;;2017-05-20
2902;260195;3;;2017-05-20
2903;330245;2;;2017-05-20
2904;340003;3;;2017-05-20
2905;281330;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2906;241365;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2907;330399;2;;2017-05-20
2908;230118;4;;2017-05-20
2909;250061;4;;2017-05-20
2910;330409;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
2911;261310;2;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
2912;300014;4;;2017-05-20
2913;260094;4;;2017-05-20
2914;250017;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2915;330088;3;;2017-05-20
2916;241327;4;;2017-05-20
2917;271338;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2918;241364;4;;2017-05-20
2919;330387;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
2920;320002;2;;2017-05-20
2921;241363;4;;2017-05-20
2922;231329;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2923;231330;4;;2017-05-20
2924;230040;3;;2017-05-20
2925;250138;3;;2017-05-20
2926;310016;2;;2017-05-20
2927;250048;3;;2017-05-20
2928;233300;0;Results are not available for this reporting period;2017-05-20
2929;260017;3;;2017-05-20
2930;320057;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2931;330235;2;;2017-05-20
2932;330285;3;;2017-05-20
2933;321307;3;;2017-05-20
2934;231304;3;;2017-05-20
2935;330004;1;;2017-05-20
2936;330126;3;;2017-05-20
2937;241346;3;;2017-05-20
2938;330096;2;;2017-05-20
2939;260064;3;;2017-05-20
2940;240053;4;;2017-05-20
2941;281353;3;;2017-05-20
2942;260048;2;;2017-05-20
2943;331309;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2944;241378;4;;2017-05-20
2945;330128;1;;2017-05-20
2946;223302;0;Results are 0 for this reporting period;2017-05-20
2947;230078;4;;2017-05-20
2948;310111;4;;2017-05-20
2949;230071;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2950;320016;4;;2017-05-20
2951;260163;3;;2017-05-20
2952;310051;3;;2017-05-20
2953;250078;2;;2017-05-20
2954;330065;2;;2017-05-20
2955;271346;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2956;261324;3;;2017-05-20
2957;241305;4;;2017-05-20
2958;281356;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2959;281348;4;;2017-05-20
2960;261307;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2961;271327;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2962;310050;2;;2017-05-20
2963;231331;3;;2017-05-20
2964;250027;3;;2017-05-20
2965;250044;4;;2017-05-20
2966;261332;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2967;241344;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2968;230264;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2969;230207;2;;2017-05-20
2970;270032;2;;2017-05-20
2971;250043;3;;2017-05-20
2972;251314;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2973;250038;3;;2017-05-20
2974;220108;4;;2017-05-20
2975;231317;3;;2017-05-20
2976;220098;3;;2017-05-20
2977;240006;3;;2017-05-20
2978;261322;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
2979;310075;4;;2017-05-20
2980;230167;3;;2017-05-20
2981;330218;3;;2017-05-20
2982;330270;5;;2017-05-20
2983;330160;1;;2017-05-20
2984;261301;0;Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs;2017-05-20
2985;310017;2;;2017-05-20
2986;281342;3;;2017-05-20
2987;230046;3;;2017-05-20
2988;250069;2;;2017-05-20
2989;281365;3;;2017-05-20
2990;230297;2;;2017-05-20
2991;250018;0;There are too few measures or measure groups reported to calculate a star rating or measure group score;2017-05-20
2992;251323;4;;2017-05-20
2993;301302;4;This hospital’s star rating only includes data reported on inpatient services;2017-05-20
2994;230104;2;;2017-05-20
2995;260210;2;;2017-05-20
2996;230142;2;;2017-05-20
2997;230081;3;;2017-05-20
2998;251313;2;;2017-05-20
2999;330006;1;;2017-05-20
3000;241367;4;;2017-05-20
3001;231315;4;;2017-05-20
3002;230117;3;;2017-05-20
